392,281,276,605,748,sphere
392,292,285,605,782,sphere
392,286,282,606,815,sphere
414,290,285,605,843,sphere
394,275,271,605,334,sphere
394,277,273,605,399,sphere
394,278,276,603,905,sphere
394,282,277,604,861,sphere
393,280,275,606,580,sphere
391,295,287,606,549,sphere
391,313,299,605,257,sphere
391,313,304,605,421,sphere
391,309,303,603,511,sphere
393,338,321,604,540,sphere
392,324,316,605,310,sphere
392,315,310,605,376,sphere
392,358,336,606,413,sphere
392,372,352,605,425,sphere
392,376,358,605,232,sphere
392,378,362,605,212,sphere
392,378,364,605,215,sphere
392,378,364,605,275,sphere
391,378,364,605,69,sphere
392,380,367,605,71,sphere
392,381,370,605,78,sphere
392,381,370,605,68,sphere
392,381,370,605,97,sphere
392,381,370,605,112,sphere
392,381,369,604,65,sphere
392,381,370,604,105,sphere
392,381,370,604,117,sphere
392,382,372,605,477,sphere
392,380,368,605,68,sphere
392,381,369,605,64,sphere
392,381,370,604,64,sphere
392,382,371,605,64,sphere
392,380,369,606,71,sphere
392,379,366,604,150,sphere
392,377,364,605,198,sphere
392,378,364,605,287,sphere
392,378,364,605,433,sphere
392,377,363,605,447,sphere
392,377,362,606,502,sphere
392,377,361,605,459,sphere
392,376,360,605,152,sphere
392,369,346,604,91,sphere
391,376,357,604,89,sphere
391,377,361,603,103,sphere
391,377,363,603,136,sphere
391,377,363,604,136,sphere
392,377,364,603,148,sphere
392,377,364,602,173,sphere
391,377,364,604,182,sphere
391,376,363,603,190,sphere
391,377,364,603,214,sphere
391,377,363,604,145,sphere
391,378,364,604,88,sphere
391,378,365,604,69,sphere
391,378,365,605,70,sphere
392,377,364,603,70,sphere
391,377,364,603,74,sphere
391,378,364,603,77,sphere
392,377,364,605,86,sphere
392,377,364,604,94,sphere
392,377,364,604,108,sphere
391,376,363,603,121,sphere
391,375,363,604,127,sphere
392,378,366,604,90,sphere
392,381,372,604,66,sphere
392,381,374,604,65,sphere
392,378,369,603,78,sphere
392,373,361,604,127,sphere
391,367,353,604,987,sphere
392,362,343,604,906,sphere
392,368,351,604,111,sphere
392,372,356,603,212,sphere
391,371,357,603,214,sphere
391,373,359,604,180,sphere
391,373,359,605,220,sphere
391,374,360,604,216,sphere
392,373,360,604,206,sphere
392,372,359,604,259,sphere
392,360,351,604,287,sphere
392,363,351,603,278,sphere
391,364,352,603,313,sphere
391,356,346,603,287,sphere
392,358,346,603,258,sphere
392,359,347,603,278,sphere
392,359,347,603,304,sphere
391,364,350,604,341,sphere
391,359,347,603,382,sphere
392,352,342,603,399,sphere
391,352,340,603,421,sphere
391,347,337,603,457,sphere
392,340,331,603,490,sphere
391,336,327,603,528,sphere
392,347,333,602,528,sphere
391,347,335,602,523,sphere
391,351,338,605,511,sphere
392,355,341,604,491,sphere
392,352,340,603,483,sphere
392,355,342,604,465,sphere
392,369,351,603,461,sphere
392,373,356,602,454,sphere
391,375,360,603,457,sphere
392,376,361,602,479,sphere
392,376,362,603,500,sphere
392,377,362,604,529,sphere
392,377,363,603,553,sphere
391,378,363,603,563,sphere
392,378,364,604,589,sphere
392,378,364,603,637,sphere
392,378,364,603,691,sphere
391,377,363,603,766,sphere
392,377,362,603,823,sphere
392,376,361,604,881,sphere
391,377,362,604,895,sphere
391,377,362,602,855,sphere
392,377,363,603,785,sphere
392,378,363,603,667,sphere
392,378,363,603,494,sphere
392,377,363,603,375,sphere
392,378,363,602,311,sphere
391,378,365,603,252,sphere
391,379,366,603,194,sphere
392,379,367,603,143,sphere
391,380,368,604,144,sphere
391,381,370,602,135,sphere
391,379,367,603,137,sphere
392,379,367,603,120,sphere
391,379,367,602,112,sphere
391,378,365,602,78,sphere
391,378,365,602,79,sphere
391,378,364,602,95,sphere
391,377,364,602,145,sphere
391,377,364,602,176,sphere
391,378,364,602,216,sphere
391,378,364,602,290,sphere
391,378,364,603,387,sphere
391,378,364,604,426,sphere
391,377,363,604,557,sphere
392,377,362,604,592,sphere
392,377,363,603,589,sphere
392,378,364,603,540,sphere
392,378,363,603,565,sphere
391,377,363,603,599,sphere
391,377,363,602,669,sphere
392,377,363,602,786,sphere
392,376,362,602,922,sphere
391,377,363,603,920,sphere
392,377,363,603,930,sphere
392,378,364,603,929,sphere
392,378,364,603,953,sphere
392,377,363,603,982,sphere
392,303,315,602,997,sphere
391,353,335,603,995,sphere
391,370,350,603,991,sphere
392,372,355,603,988,sphere
392,369,353,602,979,sphere
392,371,354,602,963,sphere
391,374,358,603,945,sphere
392,376,361,603,928,sphere
391,377,362,602,914,sphere
391,370,359,602,910,sphere
391,353,347,602,915,sphere
392,347,340,602,927,sphere
392,338,332,602,937,sphere
391,358,342,603,950,sphere
391,362,348,602,965,sphere
391,358,347,603,979,sphere
392,357,346,602,976,sphere
392,357,346,602,949,sphere
391,352,342,602,906,sphere
391,351,341,603,857,sphere
392,349,339,603,812,sphere
391,341,333,603,797,sphere
392,317,316,603,784,sphere
391,317,311,602,751,sphere
391,305,302,602,734,sphere
392,292,291,602,718,sphere
392,294,289,603,697,sphere
392,291,287,602,692,sphere
391,292,287,602,683,sphere
391,295,289,603,710,sphere
392,290,243,602,724,sphere
391,292,250,602,705,sphere
392,265,255,602,677,sphere
392,267,257,602,650,sphere
391,265,258,602,660,sphere
391,263,254,601,624,sphere
391,259,178,603,580,sphere
392,262,167,602,557,sphere
392,260,196,602,503,sphere
391,260,188,602,473,sphere
392,259,209,603,471,sphere
391,256,178,603,476,sphere
391,257,182,601,448,sphere
391,257,199,603,388,sphere
391,376,361,622,574,cuboid
391,376,361,622,604,cuboid
391,376,361,621,580,cuboid
391,376,361,621,563,cuboid
391,376,361,621,547,cuboid
391,376,362,621,598,cuboid
391,376,361,621,596,cuboid
390,376,361,621,599,cuboid
391,376,361,622,605,cuboid
391,376,361,621,606,cuboid
391,376,361,621,580,cuboid
391,376,361,622,591,cuboid
391,376,361,621,601,cuboid
391,376,361,621,572,cuboid
390,376,361,622,580,cuboid
391,376,361,622,583,cuboid
391,376,361,621,584,cuboid
390,376,361,622,587,cuboid
391,376,361,621,577,cuboid
391,376,361,621,571,cuboid
390,377,362,621,574,cuboid
390,376,362,621,580,cuboid
391,376,361,619,583,cuboid
390,376,361,620,587,cuboid
391,377,362,621,593,cuboid
390,376,361,620,594,cuboid
389,376,361,623,595,cuboid
391,376,361,621,598,cuboid
390,376,361,621,600,cuboid
390,376,361,622,602,cuboid
390,376,361,620,600,cuboid
390,376,361,621,601,cuboid
390,376,361,621,604,cuboid
390,376,361,621,610,cuboid
391,376,361,621,605,cuboid
390,376,361,622,579,cuboid
390,376,361,621,592,cuboid
390,376,361,620,591,cuboid
390,367,342,618,489,cuboid
390,373,353,619,507,cuboid
390,374,357,619,523,cuboid
390,375,359,619,532,cuboid
390,375,360,619,544,cuboid
390,375,360,618,551,cuboid
390,375,360,618,545,cuboid
390,375,360,619,511,cuboid
390,375,360,619,468,cuboid
390,375,360,618,443,cuboid
389,375,360,618,444,cuboid
390,375,360,620,467,cuboid
390,375,360,619,494,cuboid
390,375,360,619,513,cuboid
390,375,360,620,531,cuboid
390,374,360,619,536,cuboid
390,375,360,618,536,cuboid
390,375,360,619,531,cuboid
390,375,360,619,535,cuboid
390,375,359,619,540,cuboid
390,375,360,620,547,cuboid
390,375,360,619,552,cuboid
390,375,360,619,552,cuboid
390,375,360,619,555,cuboid
390,375,360,619,540,cuboid
390,375,360,619,525,cuboid
390,375,360,618,507,cuboid
389,375,360,619,493,cuboid
390,375,360,618,457,cuboid
390,375,360,618,439,cuboid
389,375,360,618,420,cuboid
389,375,360,618,427,cuboid
390,375,360,618,415,cuboid
390,375,360,618,390,cuboid
389,375,360,618,386,cuboid
389,375,361,618,375,cuboid
390,375,361,618,372,cuboid
390,375,361,618,367,cuboid
390,375,361,618,368,cuboid
389,375,361,618,368,cuboid
389,375,361,619,376,cuboid
390,375,360,618,373,cuboid
390,375,360,619,405,cuboid
389,375,360,618,436,cuboid
390,375,360,618,469,cuboid
390,375,360,618,493,cuboid
390,375,360,618,509,cuboid
390,374,359,618,514,cuboid
390,375,359,618,510,cuboid
390,375,360,619,510,cuboid
390,375,360,618,510,cuboid
390,375,360,619,500,cuboid
390,375,360,619,495,cuboid
390,375,360,618,509,cuboid
390,375,360,618,529,cuboid
390,375,360,618,544,cuboid
390,375,360,618,557,cuboid
390,375,360,619,566,cuboid
390,375,360,619,573,cuboid
390,375,360,618,577,cuboid
390,375,360,618,581,cuboid
390,375,361,619,584,cuboid
390,375,361,618,586,cuboid
390,375,361,618,589,cuboid
390,375,361,618,590,cuboid
390,375,361,618,591,cuboid
389,375,360,618,592,cuboid
390,375,360,619,592,cuboid
390,375,360,618,590,cuboid
389,375,360,618,590,cuboid
390,375,361,618,589,cuboid
390,375,361,618,588,cuboid
390,375,360,617,588,cuboid
390,375,360,618,588,cuboid
390,375,360,618,593,cuboid
390,375,360,618,590,cuboid
390,375,360,618,575,cuboid
390,375,360,618,572,cuboid
390,375,360,618,554,cuboid
390,375,360,617,530,cuboid
390,375,360,617,507,cuboid
390,375,360,618,498,cuboid
390,375,360,618,490,cuboid
390,375,360,618,487,cuboid
390,375,360,618,478,cuboid
390,375,360,617,464,cuboid
390,375,360,618,450,cuboid
390,375,360,618,445,cuboid
390,375,360,618,445,cuboid
390,375,360,617,442,cuboid
390,375,360,617,444,cuboid
390,375,360,618,447,cuboid
390,375,360,618,451,cuboid
390,375,360,618,461,cuboid
390,375,360,617,471,cuboid
390,375,360,617,477,cuboid
390,375,360,617,481,cuboid
390,375,360,618,497,cuboid
390,375,360,619,507,cuboid
390,375,360,619,508,cuboid
390,375,360,619,503,cuboid
390,375,360,618,500,cuboid
390,375,360,619,503,cuboid
390,375,360,618,502,cuboid
390,375,360,618,504,cuboid
390,375,360,617,501,cuboid
390,375,360,618,484,cuboid
389,375,360,619,464,cuboid
390,374,360,619,443,cuboid
390,375,360,618,413,cuboid
389,375,360,617,410,cuboid
389,375,360,619,402,cuboid
390,375,360,618,399,cuboid
389,375,360,617,422,cuboid
389,375,360,618,422,cuboid
390,375,360,617,435,cuboid
389,375,360,617,426,cuboid
389,375,360,617,440,cuboid
389,375,360,618,431,cuboid
390,375,360,617,438,cuboid
390,375,360,617,434,cuboid
390,375,360,617,459,cuboid
389,375,360,617,476,cuboid
389,375,360,617,444,cuboid
389,375,360,617,451,cuboid
389,375,360,617,422,cuboid
389,375,360,617,427,cuboid
390,376,361,617,421,cuboid
390,375,360,617,452,cuboid
390,375,360,617,474,cuboid
390,375,360,618,486,cuboid
389,375,360,617,529,cuboid
389,376,362,617,654,cuboid
390,376,362,618,739,cuboid
390,375,360,618,576,cuboid
390,373,356,617,168,cuboid
389,374,358,618,122,cuboid
389,375,360,619,123,cuboid
389,375,361,617,125,cuboid
389,375,361,616,128,cuboid
389,376,362,617,163,cuboid
390,376,363,617,344,cuboid
390,375,362,617,490,cuboid
390,375,361,617,546,cuboid
390,375,360,617,516,cuboid
390,374,358,617,351,cuboid
389,374,358,616,148,cuboid
389,375,360,617,126,cuboid
389,375,360,618,128,cuboid
390,375,361,618,140,cuboid
389,375,361,618,163,cuboid
389,375,361,618,190,cuboid
390,375,361,618,221,cuboid
389,375,361,618,257,cuboid
389,375,361,617,289,cuboid
390,375,361,618,319,cuboid
389,375,361,618,343,cuboid
389,375,361,617,365,cuboid
389,375,361,617,398,cuboid
389,375,361,616,430,cuboid
392,377,361,664,481,cylinder
392,377,361,664,476,cylinder
392,377,361,664,474,cylinder
392,377,362,664,520,cylinder
392,377,362,664,519,cylinder
392,377,361,664,461,cylinder
392,377,361,664,441,cylinder
392,377,362,664,444,cylinder
392,377,362,664,451,cylinder
392,377,362,664,447,cylinder
392,377,362,664,418,cylinder
392,377,362,664,393,cylinder
392,377,362,664,446,cylinder
392,377,362,664,512,cylinder
392,376,361,664,546,cylinder
392,377,361,664,543,cylinder
392,377,361,664,522,cylinder
392,377,361,664,514,cylinder
392,377,362,664,535,cylinder
392,378,363,663,687,cylinder
392,376,360,664,398,cylinder
392,377,361,664,327,cylinder
392,377,363,664,401,cylinder
392,377,363,664,440,cylinder
392,377,362,664,462,cylinder
393,377,362,664,505,cylinder
392,377,362,664,487,cylinder
392,377,362,665,468,cylinder
392,377,362,665,461,cylinder
392,377,362,664,454,cylinder
392,377,362,664,413,cylinder
392,377,362,663,373,cylinder
392,368,342,663,359,cylinder
391,375,355,662,97,cylinder
392,378,361,664,101,cylinder
392,378,363,664,102,cylinder
392,378,363,663,110,cylinder
392,378,364,663,133,cylinder
392,378,364,663,181,cylinder
392,377,363,663,238,cylinder
392,378,363,663,271,cylinder
392,378,363,662,278,cylinder
392,378,363,663,295,cylinder
392,377,363,662,328,cylinder
392,377,363,663,332,cylinder
392,377,363,664,320,cylinder
392,378,363,663,323,cylinder
392,378,363,663,338,cylinder
392,378,363,663,359,cylinder
392,378,363,664,360,cylinder
393,378,363,663,393,cylinder
393,378,363,663,401,cylinder
392,378,363,663,397,cylinder
392,377,362,663,305,cylinder
392,377,363,663,195,cylinder
392,378,364,663,110,cylinder
392,378,364,663,127,cylinder
392,377,363,663,279,cylinder
392,376,362,664,740,cylinder
392,377,362,664,761,cylinder
392,377,362,663,688,cylinder
392,378,362,663,505,cylinder
392,378,363,664,318,cylinder
392,378,363,663,286,cylinder
393,378,363,663,246,cylinder
392,378,363,663,286,cylinder
392,378,363,663,314,cylinder
392,377,363,663,328,cylinder
392,377,363,664,362,cylinder
392,377,363,664,376,cylinder
392,377,363,663,393,cylinder
392,378,363,663,406,cylinder
392,378,363,663,418,cylinder
392,377,363,664,422,cylinder
393,377,362,663,444,cylinder
392,377,362,663,464,cylinder
392,377,362,663,471,cylinder
392,377,362,663,446,cylinder
392,377,362,664,421,cylinder
392,377,362,664,417,cylinder
392,377,362,663,420,cylinder
392,377,362,663,436,cylinder
392,377,362,663,454,cylinder
392,377,362,664,457,cylinder
393,377,362,663,467,cylinder
392,377,362,663,463,cylinder
392,377,362,663,448,cylinder
392,377,362,663,450,cylinder
392,377,362,664,452,cylinder
392,377,362,664,462,cylinder
392,377,362,663,479,cylinder
392,377,362,663,483,cylinder
392,377,362,663,487,cylinder
392,377,362,663,488,cylinder
392,377,361,663,479,cylinder
392,377,361,663,479,cylinder
391,377,361,663,478,cylinder
392,377,361,663,489,cylinder
392,377,361,664,519,cylinder
392,377,361,663,534,cylinder
392,377,361,663,531,cylinder
392,377,361,663,518,cylinder
392,377,361,663,501,cylinder
392,377,361,663,456,cylinder
392,377,362,663,426,cylinder
392,377,362,664,444,cylinder
392,377,362,663,483,cylinder
392,377,362,664,502,cylinder
392,377,361,663,499,cylinder
392,377,361,663,482,cylinder
392,377,361,663,472,cylinder
392,377,361,664,458,cylinder
392,377,362,664,448,cylinder
392,377,362,663,451,cylinder
392,377,362,663,456,cylinder
392,377,362,664,459,cylinder
392,377,362,664,452,cylinder
393,377,362,663,435,cylinder
392,377,362,662,448,cylinder
392,377,362,662,461,cylinder
392,377,362,663,487,cylinder
392,377,362,663,483,cylinder
392,377,361,664,489,cylinder
392,377,361,663,483,cylinder
392,377,361,663,473,cylinder
392,377,362,663,456,cylinder
392,377,362,663,428,cylinder
392,377,362,663,415,cylinder
392,377,362,664,429,cylinder
392,377,362,664,448,cylinder
392,377,362,663,458,cylinder
392,377,362,663,458,cylinder
392,377,362,663,459,cylinder
392,377,362,663,466,cylinder
393,377,362,663,468,cylinder
393,377,362,663,471,cylinder
392,377,362,663,471,cylinder
392,377,362,663,465,cylinder
392,377,362,664,456,cylinder
392,377,362,664,450,cylinder
392,377,362,664,451,cylinder
392,377,362,663,463,cylinder
392,377,362,663,475,cylinder
392,377,362,663,483,cylinder
392,377,362,663,476,cylinder
392,377,362,663,464,cylinder
392,377,362,663,458,cylinder
393,377,362,663,454,cylinder
393,377,362,663,461,cylinder
393,377,362,663,466,cylinder
392,377,362,662,481,cylinder
392,377,362,663,483,cylinder
392,378,362,663,471,cylinder
393,378,363,664,482,cylinder
393,377,362,664,478,cylinder
393,377,362,663,463,cylinder
393,377,362,663,464,cylinder
392,377,362,663,465,cylinder
392,377,362,663,471,cylinder
393,377,362,664,474,cylinder
392,377,362,663,478,cylinder
392,377,362,663,468,cylinder
392,377,362,664,424,cylinder
392,377,362,664,403,cylinder
392,377,362,663,421,cylinder
392,378,363,663,447,cylinder
392,378,363,663,454,cylinder
392,377,362,663,443,cylinder
393,377,362,662,449,cylinder
393,377,362,663,446,cylinder
392,377,362,663,420,cylinder
392,377,362,663,433,cylinder
392,377,362,664,457,cylinder
392,377,362,664,474,cylinder
392,377,362,663,477,cylinder
392,377,362,663,472,cylinder
392,377,362,663,466,cylinder
393,377,362,663,459,cylinder
393,377,362,663,442,cylinder
393,377,362,662,442,cylinder
392,377,362,663,455,cylinder
392,377,362,663,470,cylinder
393,377,362,664,492,cylinder
393,377,362,664,484,cylinder
392,377,362,663,470,cylinder
392,377,362,663,454,cylinder
392,377,362,664,437,cylinder
393,377,362,663,434,cylinder
393,377,362,663,435,cylinder
393,377,362,662,424,cylinder
392,377,362,663,414,cylinder
392,377,362,663,416,cylinder
392,377,362,664,416,cylinder
393,377,362,663,431,cylinder
392,377,362,663,433,cylinder
393,377,362,663,437,cylinder
392,377,362,663,435,cylinder
392,377,362,663,424,cylinder
